term	gene
DNA_METABOLIC_PROCESS	SUPV3L1
DNA_METABOLIC_PROCESS	POLQ
DNA_METABOLIC_PROCESS	DNMT3B
DNA_METABOLIC_PROCESS	NTHL1
DNA_METABOLIC_PROCESS	RECQL4
DNA_METABOLIC_PROCESS	DNMT3A
DNA_METABOLIC_PROCESS	HMGB1P10
DNA_METABOLIC_PROCESS	RECQL5
DNA_METABOLIC_PROCESS	TREX2
DNA_METABOLIC_PROCESS	S100A11
DNA_METABOLIC_PROCESS	CIDEA
DNA_METABOLIC_PROCESS	TPD52L1
DNA_METABOLIC_PROCESS	ATR
DNA_METABOLIC_PROCESS	RAD54L
DNA_METABOLIC_PROCESS	ATM
DNA_METABOLIC_PROCESS	PARP3
DNA_METABOLIC_PROCESS	RAD54B
DNA_METABOLIC_PROCESS	PARP1
DNA_METABOLIC_PROCESS	NAP1L1
DNA_METABOLIC_PROCESS	UVRAG
DNA_METABOLIC_PROCESS	BNIP3
DNA_METABOLIC_PROCESS	MLH1
DNA_METABOLIC_PROCESS	TERF2IP
DNA_METABOLIC_PROCESS	DMAP1
DNA_METABOLIC_PROCESS	GLI2
DNA_METABOLIC_PROCESS	PMS2P1
DNA_METABOLIC_PROCESS	GLI1
DNA_METABOLIC_PROCESS	CDT1
DNA_METABOLIC_PROCESS	NT5M
DNA_METABOLIC_PROCESS	FANCG
DNA_METABOLIC_PROCESS	FANCA
DNA_METABOLIC_PROCESS	TOP2A
DNA_METABOLIC_PROCESS	CCNO
DNA_METABOLIC_PROCESS	NT5E
DNA_METABOLIC_PROCESS	FANCC
DNA_METABOLIC_PROCESS	ATF7IP
DNA_METABOLIC_PROCESS	CDC6
DNA_METABOLIC_PROCESS	AIFM1
DNA_METABOLIC_PROCESS	GTF2H4
DNA_METABOLIC_PROCESS	TP53
DNA_METABOLIC_PROCESS	APTX
DNA_METABOLIC_PROCESS	RAD52
DNA_METABOLIC_PROCESS	RAD50
DNA_METABOLIC_PROCESS	RAD51
DNA_METABOLIC_PROCESS	RBBP8
DNA_METABOLIC_PROCESS	GTF2H1
DNA_METABOLIC_PROCESS	EREG
DNA_METABOLIC_PROCESS	GADD45G
DNA_METABOLIC_PROCESS	RUVBL2
DNA_METABOLIC_PROCESS	NHEJ1
DNA_METABOLIC_PROCESS	GADD45A
DNA_METABOLIC_PROCESS	REV3L
DNA_METABOLIC_PROCESS	UNG
DNA_METABOLIC_PROCESS	WRNIP1
DNA_METABOLIC_PROCESS	POLA1
DNA_METABOLIC_PROCESS	SPO11
DNA_METABOLIC_PROCESS	IL7R
DNA_METABOLIC_PROCESS	KIN
DNA_METABOLIC_PROCESS	POT1
DNA_METABOLIC_PROCESS	SUMO1
DNA_METABOLIC_PROCESS	CDC45
DNA_METABOLIC_PROCESS	SET
DNA_METABOLIC_PROCESS	GATAD2A
DNA_METABOLIC_PROCESS	FEN1
DNA_METABOLIC_PROCESS	IL4
DNA_METABOLIC_PROCESS	UPF1
DNA_METABOLIC_PROCESS	NASP
DNA_METABOLIC_PROCESS	GMNN
DNA_METABOLIC_PROCESS	TNP1
DNA_METABOLIC_PROCESS	IGF1
DNA_METABOLIC_PROCESS	SPHAR
DNA_METABOLIC_PROCESS	SOD1
DNA_METABOLIC_PROCESS	TP73
DNA_METABOLIC_PROCESS	NAE1
DNA_METABOLIC_PROCESS	ATRX
DNA_METABOLIC_PROCESS	MNAT1
DNA_METABOLIC_PROCESS	CSNK1D
DNA_METABOLIC_PROCESS	CSNK1E
DNA_METABOLIC_PROCESS	OGG1
DNA_METABOLIC_PROCESS	REPIN1
DNA_METABOLIC_PROCESS	MMS19
DNA_METABOLIC_PROCESS	DBF4
DNA_METABOLIC_PROCESS	TNFSF13
DNA_METABOLIC_PROCESS	TGFB1
DNA_METABOLIC_PROCESS	SETX
DNA_METABOLIC_PROCESS	IGHMBP2
DNA_METABOLIC_PROCESS	MUTYH
DNA_METABOLIC_PROCESS	RAD21
DNA_METABOLIC_PROCESS	CDKN2A
DNA_METABOLIC_PROCESS	CDKN2D
DNA_METABOLIC_PROCESS	PMS2
DNA_METABOLIC_PROCESS	KAT7
DNA_METABOLIC_PROCESS	PMS1
DNA_METABOLIC_PROCESS	CIB1
DNA_METABOLIC_PROCESS	RBMS1
DNA_METABOLIC_PROCESS	MCM3AP
DNA_METABOLIC_PROCESS	DFFA
DNA_METABOLIC_PROCESS	DFFB
DNA_METABOLIC_PROCESS	PICK1
DNA_METABOLIC_PROCESS	CECR2
DNA_METABOLIC_PROCESS	RNASEH2A
DNA_METABOLIC_PROCESS	RPAIN
DNA_METABOLIC_PROCESS	RAD17
DNA_METABOLIC_PROCESS	XRN2
DNA_METABOLIC_PROCESS	HMGB1
DNA_METABOLIC_PROCESS	ACHE
DNA_METABOLIC_PROCESS	HMGB2
DNA_METABOLIC_PROCESS	BLM
DNA_METABOLIC_PROCESS	TIPIN
DNA_METABOLIC_PROCESS	UBE2V1
DNA_METABOLIC_PROCESS	UBE2V2
DNA_METABOLIC_PROCESS	SYCP1
DNA_METABOLIC_PROCESS	PNP
DNA_METABOLIC_PROCESS	POLE2
DNA_METABOLIC_PROCESS	RAD51B
DNA_METABOLIC_PROCESS	SMARCB1
DNA_METABOLIC_PROCESS	POLE3
DNA_METABOLIC_PROCESS	RAD51D
DNA_METABOLIC_PROCESS	EGF
DNA_METABOLIC_PROCESS	ASF1A
DNA_METABOLIC_PROCESS	HELLS
DNA_METABOLIC_PROCESS	SMG6
DNA_METABOLIC_PROCESS	PIF1
DNA_METABOLIC_PROCESS	BRCA2
DNA_METABOLIC_PROCESS	TSN
DNA_METABOLIC_PROCESS	BRCA1
DNA_METABOLIC_PROCESS	DNASE2
DNA_METABOLIC_PROCESS	POLD4
DNA_METABOLIC_PROCESS	VCP
DNA_METABOLIC_PROCESS	POLD1
DNA_METABOLIC_PROCESS	POLD2
DNA_METABOLIC_PROCESS	TDG
DNA_METABOLIC_PROCESS	DNMT1
DNA_METABOLIC_PROCESS	ABL1
DNA_METABOLIC_PROCESS	KCTD13
DNA_METABOLIC_PROCESS	SMC1A
DNA_METABOLIC_PROCESS	ADRA1D
DNA_METABOLIC_PROCESS	DUT
DNA_METABOLIC_PROCESS	PTGES3
DNA_METABOLIC_PROCESS	NBN
DNA_METABOLIC_PROCESS	FOS
DNA_METABOLIC_PROCESS	MCM7
DNA_METABOLIC_PROCESS	DKC1
DNA_METABOLIC_PROCESS	ORC4
DNA_METABOLIC_PROCESS	SETMAR
DNA_METABOLIC_PROCESS	POLG2
DNA_METABOLIC_PROCESS	TERT
DNA_METABOLIC_PROCESS	UBE2A
DNA_METABOLIC_PROCESS	CCDC88A
DNA_METABOLIC_PROCESS	REV1
DNA_METABOLIC_PROCESS	NOL8
DNA_METABOLIC_PROCESS	DDB1
DNA_METABOLIC_PROCESS	CYCS
DNA_METABOLIC_PROCESS	PRKCG
DNA_METABOLIC_PROCESS	MCM2
DNA_METABOLIC_PROCESS	MCM3
DNA_METABOLIC_PROCESS	UBE2B
DNA_METABOLIC_PROCESS	CDK2
DNA_METABOLIC_PROCESS	MCM5
DNA_METABOLIC_PROCESS	XRCC6BP1
DNA_METABOLIC_PROCESS	PURA
DNA_METABOLIC_PROCESS	UBE2N
DNA_METABOLIC_PROCESS	RECQL
DNA_METABOLIC_PROCESS	XPC
DNA_METABOLIC_PROCESS	BTG2
DNA_METABOLIC_PROCESS	DDB2
DNA_METABOLIC_PROCESS	CDK2AP1
DNA_METABOLIC_PROCESS	ORC5
DNA_METABOLIC_PROCESS	PTMS
DNA_METABOLIC_PROCESS	DMC1
DNA_METABOLIC_PROCESS	KPNA2
DNA_METABOLIC_PROCESS	KPNA1
DNA_METABOLIC_PROCESS	SMARCAD1
DNA_METABOLIC_PROCESS	NUP98
DNA_METABOLIC_PROCESS	MGMT
DNA_METABOLIC_PROCESS	RAG1
DNA_METABOLIC_PROCESS	SMUG1
DNA_METABOLIC_PROCESS	RPA4
DNA_METABOLIC_PROCESS	RPA3
DNA_METABOLIC_PROCESS	RPA1
DNA_METABOLIC_PROCESS	RPA2
DNA_METABOLIC_PROCESS	TFAM
DNA_METABOLIC_PROCESS	ERCC8
DNA_METABOLIC_PROCESS	ORC2
DNA_METABOLIC_PROCESS	TYMP
DNA_METABOLIC_PROCESS	ERCC5
DNA_METABOLIC_PROCESS	ERCC6
DNA_METABOLIC_PROCESS	TSPYL2
DNA_METABOLIC_PROCESS	KRT7
DNA_METABOLIC_PROCESS	ERCC3
DNA_METABOLIC_PROCESS	TINF2
DNA_METABOLIC_PROCESS	APEX1
DNA_METABOLIC_PROCESS	ERCC4
DNA_METABOLIC_PROCESS	TERF2
DNA_METABOLIC_PROCESS	ERCC1
DNA_METABOLIC_PROCESS	ERCC2
DNA_METABOLIC_PROCESS	EXO1
DNA_METABOLIC_PROCESS	MSH6
DNA_METABOLIC_PROCESS	FOXL2
DNA_METABOLIC_PROCESS	NF2
DNA_METABOLIC_PROCESS	MSH3
DNA_METABOLIC_PROCESS	MSH2
DNA_METABOLIC_PROCESS	CEBPG
DNA_METABOLIC_PROCESS	MSH5
DNA_METABOLIC_PROCESS	MSH4
DNA_METABOLIC_PROCESS	MPG
DNA_METABOLIC_PROCESS	ATXN3
DNA_METABOLIC_PROCESS	ORC3
DNA_METABOLIC_PROCESS	BAX
DNA_METABOLIC_PROCESS	TEP1
DNA_METABOLIC_PROCESS	ALKBH1
DNA_METABOLIC_PROCESS	IGFBP4
AMINO_SUGAR_METABOLIC_PROCESS	UAP1
AMINO_SUGAR_METABOLIC_PROCESS	CHIA
AMINO_SUGAR_METABOLIC_PROCESS	GNPDA1
AMINO_SUGAR_METABOLIC_PROCESS	GNE
AMINO_SUGAR_METABOLIC_PROCESS	CSGALNACT1
AMINO_SUGAR_METABOLIC_PROCESS	CHST2
AMINO_SUGAR_METABOLIC_PROCESS	CHST4
AMINO_SUGAR_METABOLIC_PROCESS	CHST5
AMINO_SUGAR_METABOLIC_PROCESS	NAGK
AMINO_SUGAR_METABOLIC_PROCESS	EXTL2
AMINO_SUGAR_METABOLIC_PROCESS	SLC35A3
AMINO_SUGAR_METABOLIC_PROCESS	CHIT1
AMINO_SUGAR_METABOLIC_PROCESS	ST3GAL2
AMINO_SUGAR_METABOLIC_PROCESS	LARGE
AMINO_SUGAR_METABOLIC_PROCESS	CHST7
AMINO_SUGAR_METABOLIC_PROCESS	CHST6
AMINO_SUGAR_METABOLIC_PROCESS	ST3GAL6
AMINO_SUGAR_METABOLIC_PROCESS	B4GALNT2
AMINO_SUGAR_METABOLIC_PROCESS	NANP
BIOPOLYMER_CATABOLIC_PROCESS	BTRC
BIOPOLYMER_CATABOLIC_PROCESS	HNRNPD
BIOPOLYMER_CATABOLIC_PROCESS	USE1
BIOPOLYMER_CATABOLIC_PROCESS	RNASEH1
BIOPOLYMER_CATABOLIC_PROCESS	RNF217
BIOPOLYMER_CATABOLIC_PROCESS	ISG20
BIOPOLYMER_CATABOLIC_PROCESS	CDKN2A
BIOPOLYMER_CATABOLIC_PROCESS	CPA2
BIOPOLYMER_CATABOLIC_PROCESS	FBXO22
BIOPOLYMER_CATABOLIC_PROCESS	ANAPC2
BIOPOLYMER_CATABOLIC_PROCESS	MTOR
BIOPOLYMER_CATABOLIC_PROCESS	ANAPC5
BIOPOLYMER_CATABOLIC_PROCESS	DFFA
BIOPOLYMER_CATABOLIC_PROCESS	DFFB
BIOPOLYMER_CATABOLIC_PROCESS	ANAPC4
BIOPOLYMER_CATABOLIC_PROCESS	UBR3
BIOPOLYMER_CATABOLIC_PROCESS	CECR2
BIOPOLYMER_CATABOLIC_PROCESS	RNASEH2A
BIOPOLYMER_CATABOLIC_PROCESS	UHRF2
BIOPOLYMER_CATABOLIC_PROCESS	UBR5
BIOPOLYMER_CATABOLIC_PROCESS	MGAM
BIOPOLYMER_CATABOLIC_PROCESS	FBXL4
BIOPOLYMER_CATABOLIC_PROCESS	AMFR
BIOPOLYMER_CATABOLIC_PROCESS	XRN2
BIOPOLYMER_CATABOLIC_PROCESS	FZR1
BIOPOLYMER_CATABOLIC_PROCESS	DERL2
BIOPOLYMER_CATABOLIC_PROCESS	SYVN1
BIOPOLYMER_CATABOLIC_PROCESS	DERL1
BIOPOLYMER_CATABOLIC_PROCESS	PABPC4
BIOPOLYMER_CATABOLIC_PROCESS	UBE2V2
BIOPOLYMER_CATABOLIC_PROCESS	NEDD8
BIOPOLYMER_CATABOLIC_PROCESS	PPT1
BIOPOLYMER_CATABOLIC_PROCESS	ANAPC10
BIOPOLYMER_CATABOLIC_PROCESS	HSPA1B
BIOPOLYMER_CATABOLIC_PROCESS	CHIT1
BIOPOLYMER_CATABOLIC_PROCESS	ARIH1
BIOPOLYMER_CATABOLIC_PROCESS	UBE2D3
BIOPOLYMER_CATABOLIC_PROCESS	UBE2D2
BIOPOLYMER_CATABOLIC_PROCESS	INS
BIOPOLYMER_CATABOLIC_PROCESS	RNF11
BIOPOLYMER_CATABOLIC_PROCESS	UBE2D1
BIOPOLYMER_CATABOLIC_PROCESS	NTHL1
BIOPOLYMER_CATABOLIC_PROCESS	FBXO7
BIOPOLYMER_CATABOLIC_PROCESS	NPLOC4
BIOPOLYMER_CATABOLIC_PROCESS	SMG6
BIOPOLYMER_CATABOLIC_PROCESS	SMG5
BIOPOLYMER_CATABOLIC_PROCESS	SMG7
BIOPOLYMER_CATABOLIC_PROCESS	CIDEA
BIOPOLYMER_CATABOLIC_PROCESS	CDC23
BIOPOLYMER_CATABOLIC_PROCESS	SMG1
BIOPOLYMER_CATABOLIC_PROCESS	PCNP
BIOPOLYMER_CATABOLIC_PROCESS	CDC20
BIOPOLYMER_CATABOLIC_PROCESS	TPD52L1
BIOPOLYMER_CATABOLIC_PROCESS	UBE2L3
BIOPOLYMER_CATABOLIC_PROCESS	PSMC5
BIOPOLYMER_CATABOLIC_PROCESS	VCP
BIOPOLYMER_CATABOLIC_PROCESS	POP1
BIOPOLYMER_CATABOLIC_PROCESS	HGS
BIOPOLYMER_CATABOLIC_PROCESS	SMURF2
BIOPOLYMER_CATABOLIC_PROCESS	SMURF1
BIOPOLYMER_CATABOLIC_PROCESS	UBE2E1
BIOPOLYMER_CATABOLIC_PROCESS	KIAA0368
BIOPOLYMER_CATABOLIC_PROCESS	TSG101
BIOPOLYMER_CATABOLIC_PROCESS	UBE2G1
BIOPOLYMER_CATABOLIC_PROCESS	UBE2G2
BIOPOLYMER_CATABOLIC_PROCESS	BNIP3
BIOPOLYMER_CATABOLIC_PROCESS	AUH
BIOPOLYMER_CATABOLIC_PROCESS	ZFP36
BIOPOLYMER_CATABOLIC_PROCESS	ABCE1
BIOPOLYMER_CATABOLIC_PROCESS	UBE2A
BIOPOLYMER_CATABOLIC_PROCESS	AIFM1
BIOPOLYMER_CATABOLIC_PROCESS	UFD1L
BIOPOLYMER_CATABOLIC_PROCESS	CYCS
BIOPOLYMER_CATABOLIC_PROCESS	UBE2I
BIOPOLYMER_CATABOLIC_PROCESS	PRKCG
BIOPOLYMER_CATABOLIC_PROCESS	UBE2H
BIOPOLYMER_CATABOLIC_PROCESS	UBE2C
BIOPOLYMER_CATABOLIC_PROCESS	UBE2B
BIOPOLYMER_CATABOLIC_PROCESS	UBE2N
BIOPOLYMER_CATABOLIC_PROCESS	UBE2K
BIOPOLYMER_CATABOLIC_PROCESS	GAA
BIOPOLYMER_CATABOLIC_PROCESS	ERN2
BIOPOLYMER_CATABOLIC_PROCESS	MDM2
BIOPOLYMER_CATABOLIC_PROCESS	SIAH1
BIOPOLYMER_CATABOLIC_PROCESS	UBB
BIOPOLYMER_CATABOLIC_PROCESS	SIAH2
BIOPOLYMER_CATABOLIC_PROCESS	MDM4
BIOPOLYMER_CATABOLIC_PROCESS	UBE3A
BIOPOLYMER_CATABOLIC_PROCESS	EGLN2
BIOPOLYMER_CATABOLIC_PROCESS	STUB1
BIOPOLYMER_CATABOLIC_PROCESS	EDEM1
BIOPOLYMER_CATABOLIC_PROCESS	ERCC5
BIOPOLYMER_CATABOLIC_PROCESS	SQSTM1
BIOPOLYMER_CATABOLIC_PROCESS	RNASET2
BIOPOLYMER_CATABOLIC_PROCESS	PRSS2
BIOPOLYMER_CATABOLIC_PROCESS	ERCC3
BIOPOLYMER_CATABOLIC_PROCESS	ERCC4
BIOPOLYMER_CATABOLIC_PROCESS	USP33
BIOPOLYMER_CATABOLIC_PROCESS	ERCC1
BIOPOLYMER_CATABOLIC_PROCESS	ERCC2
BIOPOLYMER_CATABOLIC_PROCESS	RNF144B
BIOPOLYMER_CATABOLIC_PROCESS	FOXL2
BIOPOLYMER_CATABOLIC_PROCESS	UPF2
BIOPOLYMER_CATABOLIC_PROCESS	RNASE2
BIOPOLYMER_CATABOLIC_PROCESS	UBE4A
BIOPOLYMER_CATABOLIC_PROCESS	RNASE3
BIOPOLYMER_CATABOLIC_PROCESS	RNASE6
BIOPOLYMER_CATABOLIC_PROCESS	UBE4B
BIOPOLYMER_CATABOLIC_PROCESS	PARK2
BIOPOLYMER_CATABOLIC_PROCESS	SOD1
BIOPOLYMER_CATABOLIC_PROCESS	SELS
BIOPOLYMER_CATABOLIC_PROCESS	PSMD14
BIOPOLYMER_CATABOLIC_PROCESS	GSPT1
BIOPOLYMER_CATABOLIC_PROCESS	PPP1R8
BIOPOLYMER_CATABOLIC_PROCESS	BAX
BIOPOLYMER_CATABOLIC_PROCESS	FAF1
BIOPOLYMER_CATABOLIC_PROCESS	PYGB
RNA_METABOLIC_PROCESS	HNRNPF
RNA_METABOLIC_PROCESS	HNRNPD
RNA_METABOLIC_PROCESS	SYNCRIP
RNA_METABOLIC_PROCESS	MED24
RNA_METABOLIC_PROCESS	RORB
RNA_METABOLIC_PROCESS	MED23
RNA_METABOLIC_PROCESS	REST
RNA_METABOLIC_PROCESS	MED21
RNA_METABOLIC_PROCESS	MED20
RNA_METABOLIC_PROCESS	ISG20
RNA_METABOLIC_PROCESS	EPC1
RNA_METABOLIC_PROCESS	TAF5L
RNA_METABOLIC_PROCESS	DHX38
RNA_METABOLIC_PROCESS	FOXF1
RNA_METABOLIC_PROCESS	MED26
RNA_METABOLIC_PROCESS	FOXF2
RNA_METABOLIC_PROCESS	MED27
RNA_METABOLIC_PROCESS	VPS4B
RNA_METABOLIC_PROCESS	PQBP1
RNA_METABOLIC_PROCESS	ZNF396
RNA_METABOLIC_PROCESS	PATZ1
RNA_METABOLIC_PROCESS	IKBKAP
RNA_METABOLIC_PROCESS	PCBD2
RNA_METABOLIC_PROCESS	RREB1
RNA_METABOLIC_PROCESS	KDM5B
RNA_METABOLIC_PROCESS	PTBP1
RNA_METABOLIC_PROCESS	KDM5A
RNA_METABOLIC_PROCESS	MED12
RNA_METABOLIC_PROCESS	MECP2
RNA_METABOLIC_PROCESS	MED14
RNA_METABOLIC_PROCESS	MED13
RNA_METABOLIC_PROCESS	SARS2
RNA_METABOLIC_PROCESS	PTRF
RNA_METABOLIC_PROCESS	MED16
RNA_METABOLIC_PROCESS	MED17
RNA_METABOLIC_PROCESS	SHOX
RNA_METABOLIC_PROCESS	MYBBP1A
RNA_METABOLIC_PROCESS	CPSF3L
RNA_METABOLIC_PROCESS	CRTC1
RNA_METABOLIC_PROCESS	PABPC4
RNA_METABOLIC_PROCESS	DUSP11
RNA_METABOLIC_PROCESS	VPS72
RNA_METABOLIC_PROCESS	FOXH1
RNA_METABOLIC_PROCESS	TRA2B
RNA_METABOLIC_PROCESS	PABPC1
RNA_METABOLIC_PROCESS	SRSF11
RNA_METABOLIC_PROCESS	SPOP
RNA_METABOLIC_PROCESS	DHX8
RNA_METABOLIC_PROCESS	PAIP1
RNA_METABOLIC_PROCESS	CELF1
RNA_METABOLIC_PROCESS	ESRRG
RNA_METABOLIC_PROCESS	C19orf2
RNA_METABOLIC_PROCESS	USF1
RNA_METABOLIC_PROCESS	NOLC1
RNA_METABOLIC_PROCESS	POP1
RNA_METABOLIC_PROCESS	POP4
RNA_METABOLIC_PROCESS	PARP1
RNA_METABOLIC_PROCESS	TAF1C
RNA_METABOLIC_PROCESS	ELF1
RNA_METABOLIC_PROCESS	ELF2
RNA_METABOLIC_PROCESS	TAF1A
RNA_METABOLIC_PROCESS	HTATIP2
RNA_METABOLIC_PROCESS	ELF3
RNA_METABOLIC_PROCESS	ELF4
RNA_METABOLIC_PROCESS	ELF5
RNA_METABOLIC_PROCESS	CWC15
RNA_METABOLIC_PROCESS	EZH2
RNA_METABOLIC_PROCESS	SPI1
RNA_METABOLIC_PROCESS	TP63
RNA_METABOLIC_PROCESS	ZNF346
RNA_METABOLIC_PROCESS	ZNF345
RNA_METABOLIC_PROCESS	DAXX
RNA_METABOLIC_PROCESS	YBX1
RNA_METABOLIC_PROCESS	YBX2
RNA_METABOLIC_PROCESS	AUH
RNA_METABOLIC_PROCESS	ZNF350
RNA_METABOLIC_PROCESS	ZNF148
RNA_METABOLIC_PROCESS	ZNF146
RNA_METABOLIC_PROCESS	BRD7
RNA_METABOLIC_PROCESS	SPIB
RNA_METABOLIC_PROCESS	TAF1L
RNA_METABOLIC_PROCESS	BRD8
RNA_METABOLIC_PROCESS	ATF7IP
RNA_METABOLIC_PROCESS	BRF1
RNA_METABOLIC_PROCESS	MTERF
RNA_METABOLIC_PROCESS	TP53
RNA_METABOLIC_PROCESS	ZNF143
RNA_METABOLIC_PROCESS	TTF2
RNA_METABOLIC_PROCESS	ARHGEF11
RNA_METABOLIC_PROCESS	MYCN
RNA_METABOLIC_PROCESS	INHBA
RNA_METABOLIC_PROCESS	EREG
RNA_METABOLIC_PROCESS	ZNF136
RNA_METABOLIC_PROCESS	ZMYND11
RNA_METABOLIC_PROCESS	ZNF367
RNA_METABOLIC_PROCESS	NUFIP1
RNA_METABOLIC_PROCESS	ZNF177
RNA_METABOLIC_PROCESS	SF3B4
RNA_METABOLIC_PROCESS	SF3B3
RNA_METABOLIC_PROCESS	ZNF174
RNA_METABOLIC_PROCESS	SF3B2
RNA_METABOLIC_PROCESS	USP39
RNA_METABOLIC_PROCESS	DHX15
RNA_METABOLIC_PROCESS	DHX16
RNA_METABOLIC_PROCESS	MARS2
RNA_METABOLIC_PROCESS	FOXD3
RNA_METABOLIC_PROCESS	MYF6
RNA_METABOLIC_PROCESS	IL4
RNA_METABOLIC_PROCESS	UPF2
RNA_METABOLIC_PROCESS	UPF1
RNA_METABOLIC_PROCESS	LMX1B
RNA_METABOLIC_PROCESS	TRIM29
RNA_METABOLIC_PROCESS	TRIM28
RNA_METABOLIC_PROCESS	MYF5
RNA_METABOLIC_PROCESS	TRIM27
RNA_METABOLIC_PROCESS	TRIM24
RNA_METABOLIC_PROCESS	PHF12
RNA_METABOLIC_PROCESS	SF3A2
RNA_METABOLIC_PROCESS	SF3A1
RNA_METABOLIC_PROCESS	TRIM22
RNA_METABOLIC_PROCESS	TP73
RNA_METABOLIC_PROCESS	SF3A3
RNA_METABOLIC_PROCESS	ATRX
RNA_METABOLIC_PROCESS	ZNF157
RNA_METABOLIC_PROCESS	SFPQ
RNA_METABOLIC_PROCESS	FOXE1
RNA_METABOLIC_PROCESS	FOXE3
RNA_METABOLIC_PROCESS	TXNL4A
RNA_METABOLIC_PROCESS	NCBP2
RNA_METABOLIC_PROCESS	NCBP1
RNA_METABOLIC_PROCESS	PRPF4B
RNA_METABOLIC_PROCESS	LMO4
RNA_METABOLIC_PROCESS	SNRPD3
RNA_METABOLIC_PROCESS	SNRPD1
RNA_METABOLIC_PROCESS	SNRPD2
RNA_METABOLIC_PROCESS	NR2E3
RNA_METABOLIC_PROCESS	TCEAL1
RNA_METABOLIC_PROCESS	TGFB1
RNA_METABOLIC_PROCESS	MDFIC
RNA_METABOLIC_PROCESS	SCRT1
RNA_METABOLIC_PROCESS	BCL10
RNA_METABOLIC_PROCESS	ZNF593
RNA_METABOLIC_PROCESS	POU2AF1
RNA_METABOLIC_PROCESS	RNASEH2A
RNA_METABOLIC_PROCESS	CSDA
RNA_METABOLIC_PROCESS	BICD1
RNA_METABOLIC_PROCESS	HIF1A
RNA_METABOLIC_PROCESS	TCFL5
RNA_METABOLIC_PROCESS	TFAP2B
RNA_METABOLIC_PROCESS	SMARCA5
RNA_METABOLIC_PROCESS	MNX1
RNA_METABOLIC_PROCESS	TFAP2A
RNA_METABOLIC_PROCESS	EDF1
RNA_METABOLIC_PROCESS	NFE2L1
RNA_METABOLIC_PROCESS	NFE2L2
RNA_METABOLIC_PROCESS	TFAP2C
RNA_METABOLIC_PROCESS	NFE2L3
RNA_METABOLIC_PROCESS	SMARCA1
RNA_METABOLIC_PROCESS	SMARCA2
RNA_METABOLIC_PROCESS	LITAF
RNA_METABOLIC_PROCESS	UBE2V1
RNA_METABOLIC_PROCESS	ABCA2
RNA_METABOLIC_PROCESS	NR2C2
RNA_METABOLIC_PROCESS	CXXC1
RNA_METABOLIC_PROCESS	MEIS2
RNA_METABOLIC_PROCESS	SMARCB1
RNA_METABOLIC_PROCESS	TEAD4
RNA_METABOLIC_PROCESS	SNF8
RNA_METABOLIC_PROCESS	AIMP1
RNA_METABOLIC_PROCESS	HELLS
RNA_METABOLIC_PROCESS	TFDP1
RNA_METABOLIC_PROCESS	BRIP1
RNA_METABOLIC_PROCESS	HDAC5
RNA_METABOLIC_PROCESS	ATF6
RNA_METABOLIC_PROCESS	RBMY1A1
RNA_METABOLIC_PROCESS	HDAC4
RNA_METABOLIC_PROCESS	ATF5
RNA_METABOLIC_PROCESS	ATF4
RNA_METABOLIC_PROCESS	NRF1
RNA_METABOLIC_PROCESS	HDAC2
RNA_METABOLIC_PROCESS	DYRK1B
RNA_METABOLIC_PROCESS	SMARCC1
RNA_METABOLIC_PROCESS	SMARCC2
RNA_METABOLIC_PROCESS	ATF7
RNA_METABOLIC_PROCESS	ABL1
RNA_METABOLIC_PROCESS	HDAC8
RNA_METABOLIC_PROCESS	E2F1
RNA_METABOLIC_PROCESS	E2F2
RNA_METABOLIC_PROCESS	E2F3
RNA_METABOLIC_PROCESS	RSF1
RNA_METABOLIC_PROCESS	E2F6
RNA_METABOLIC_PROCESS	PAX5
RNA_METABOLIC_PROCESS	PAX3
RNA_METABOLIC_PROCESS	PAWR
RNA_METABOLIC_PROCESS	PAX2
RNA_METABOLIC_PROCESS	PAX1
RNA_METABOLIC_PROCESS	TMF1
RNA_METABOLIC_PROCESS	MAX
RNA_METABOLIC_PROCESS	WARS
RNA_METABOLIC_PROCESS	MAZ
RNA_METABOLIC_PROCESS	DKC1
RNA_METABOLIC_PROCESS	PAX8
RNA_METABOLIC_PROCESS	LRRFIP1
RNA_METABOLIC_PROCESS	PTGER3
RNA_METABOLIC_PROCESS	SLA2
RNA_METABOLIC_PROCESS	PRPF3
RNA_METABOLIC_PROCESS	PRPF6
RNA_METABOLIC_PROCESS	ERN2
RNA_METABOLIC_PROCESS	ZFPM2
RNA_METABOLIC_PROCESS	JMJD1C
RNA_METABOLIC_PROCESS	SRSF10
RNA_METABOLIC_PROCESS	HIC1
RNA_METABOLIC_PROCESS	TFAM
RNA_METABOLIC_PROCESS	PRPF8
RNA_METABOLIC_PROCESS	ECD
RNA_METABOLIC_PROCESS	GTF3C6
RNA_METABOLIC_PROCESS	CEBPZ
RNA_METABOLIC_PROCESS	NFATC4
RNA_METABOLIC_PROCESS	GTF3C2
RNA_METABOLIC_PROCESS	NFATC2
RNA_METABOLIC_PROCESS	NSUN2
RNA_METABOLIC_PROCESS	NFATC3
RNA_METABOLIC_PROCESS	GTF3C4
RNA_METABOLIC_PROCESS	NFATC1
RNA_METABOLIC_PROCESS	CEBPA
RNA_METABOLIC_PROCESS	MAF
RNA_METABOLIC_PROCESS	CEBPB
RNA_METABOLIC_PROCESS	CEBPD
RNA_METABOLIC_PROCESS	NFRKB
